Student ID,Name,Email,Start Day,Start Time,End Time,Format,Deadline (for exam tool),No Watermark (for exam tool),Proctoring link (if remote),Accommodations,Notes
1000201,Test Student 0201,cs161-staff+devnull0201@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000202,Test Student 0202,cs161-staff+devnull0202@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000203,Test Student 0203,cs161-staff+devnull0203@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000204,Test Student 0204,cs161-staff+devnull0204@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000205,Test Student 0205,cs161-staff+devnull0205@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000206,Test Student 0206,cs161-staff+devnull0206@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000207,Test Student 0207,cs161-staff+devnull0207@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000208,Test Student 0208,cs161-staff+devnull0208@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000209,Test Student 0209,cs161-staff+devnull0209@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000210,Test Student 0210,cs161-staff+devnull0210@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000211,Test Student 0211,cs161-staff+devnull0211@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000212,Test Student 0212,cs161-staff+devnull0212@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000213,Test Student 0213,cs161-staff+devnull0213@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000214,Test Student 0214,cs161-staff+devnull0214@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000215,Test Student 0215,cs161-staff+devnull0215@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000216,Test Student 0216,cs161-staff+devnull0216@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000217,Test Student 0217,cs161-staff+devnull0217@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000218,Test Student 0218,cs161-staff+devnull0218@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000219,Test Student 0219,cs161-staff+devnull0219@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000220,Test Student 0220,cs161-staff+devnull0220@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000221,Test Student 0221,cs161-staff+devnull0221@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000222,Test Student 0222,cs161-staff+devnull0222@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000223,Test Student 0223,cs161-staff+devnull0223@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000224,Test Student 0224,cs161-staff+devnull0224@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000225,Test Student 0225,cs161-staff+devnull0225@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000226,Test Student 0226,cs161-staff+devnull0226@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000227,Test Student 0227,cs161-staff+devnull0227@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000228,Test Student 0228,cs161-staff+devnull0228@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000229,Test Student 0229,cs161-staff+devnull0229@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000230,Test Student 0230,cs161-staff+devnull0230@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000231,Test Student 0231,cs161-staff+devnull0231@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000232,Test Student 0232,cs161-staff+devnull0232@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000233,Test Student 0233,cs161-staff+devnull0233@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000234,Test Student 0234,cs161-staff+devnull0234@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000235,Test Student 0235,cs161-staff+devnull0235@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000236,Test Student 0236,cs161-staff+devnull0236@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000237,Test Student 0237,cs161-staff+devnull0237@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000238,Test Student 0238,cs161-staff+devnull0238@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000239,Test Student 0239,cs161-staff+devnull0239@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000240,Test Student 0240,cs161-staff+devnull0240@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000241,Test Student 0241,cs161-staff+devnull0241@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000242,Test Student 0242,cs161-staff+devnull0242@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000243,Test Student 0243,cs161-staff+devnull0243@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000244,Test Student 0244,cs161-staff+devnull0244@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000245,Test Student 0245,cs161-staff+devnull0245@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000246,Test Student 0246,cs161-staff+devnull0246@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000247,Test Student 0247,cs161-staff+devnull0247@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000248,Test Student 0248,cs161-staff+devnull0248@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000249,Test Student 0249,cs161-staff+devnull0249@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000250,Test Student 0250,cs161-staff+devnull0250@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000251,Test Student 0251,cs161-staff+devnull0251@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000252,Test Student 0252,cs161-staff+devnull0252@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000253,Test Student 0253,cs161-staff+devnull0253@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000254,Test Student 0254,cs161-staff+devnull0254@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000255,Test Student 0255,cs161-staff+devnull0255@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000256,Test Student 0256,cs161-staff+devnull0256@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000257,Test Student 0257,cs161-staff+devnull0257@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000258,Test Student 0258,cs161-staff+devnull0258@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000259,Test Student 0259,cs161-staff+devnull0259@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000260,Test Student 0260,cs161-staff+devnull0260@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000261,Test Student 0261,cs161-staff+devnull0261@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000262,Test Student 0262,cs161-staff+devnull0262@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000263,Test Student 0263,cs161-staff+devnull0263@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000264,Test Student 0264,cs161-staff+devnull0264@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000265,Test Student 0265,cs161-staff+devnull0265@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000266,Test Student 0266,cs161-staff+devnull0266@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000267,Test Student 0267,cs161-staff+devnull0267@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000268,Test Student 0268,cs161-staff+devnull0268@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000269,Test Student 0269,cs161-staff+devnull0269@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000270,Test Student 0270,cs161-staff+devnull0270@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000271,Test Student 0271,cs161-staff+devnull0271@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000272,Test Student 0272,cs161-staff+devnull0272@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000273,Test Student 0273,cs161-staff+devnull0273@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000274,Test Student 0274,cs161-staff+devnull0274@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000275,Test Student 0275,cs161-staff+devnull0275@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000276,Test Student 0276,cs161-staff+devnull0276@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000277,Test Student 0277,cs161-staff+devnull0277@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000278,Test Student 0278,cs161-staff+devnull0278@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000279,Test Student 0279,cs161-staff+devnull0279@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000280,Test Student 0280,cs161-staff+devnull0280@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000281,Test Student 0281,cs161-staff+devnull0281@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000282,Test Student 0282,cs161-staff+devnull0282@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000283,Test Student 0283,cs161-staff+devnull0283@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000284,Test Student 0284,cs161-staff+devnull0284@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000285,Test Student 0285,cs161-staff+devnull0285@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000286,Test Student 0286,cs161-staff+devnull0286@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000287,Test Student 0287,cs161-staff+devnull0287@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000288,Test Student 0288,cs161-staff+devnull0288@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000289,Test Student 0289,cs161-staff+devnull0289@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000290,Test Student 0290,cs161-staff+devnull0290@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000291,Test Student 0291,cs161-staff+devnull0291@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000292,Test Student 0292,cs161-staff+devnull0292@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000293,Test Student 0293,cs161-staff+devnull0293@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000294,Test Student 0294,cs161-staff+devnull0294@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000295,Test Student 0295,cs161-staff+devnull0295@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000296,Test Student 0296,cs161-staff+devnull0296@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000297,Test Student 0297,cs161-staff+devnull0297@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000298,Test Student 0298,cs161-staff+devnull0298@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000299,Test Student 0299,cs161-staff+devnull0299@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000300,Test Student 0300,cs161-staff+devnull0300@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000301,Test Student 0301,cs161-staff+devnull0301@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000302,Test Student 0302,cs161-staff+devnull0302@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000303,Test Student 0303,cs161-staff+devnull0303@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000304,Test Student 0304,cs161-staff+devnull0304@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000305,Test Student 0305,cs161-staff+devnull0305@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000306,Test Student 0306,cs161-staff+devnull0306@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000307,Test Student 0307,cs161-staff+devnull0307@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000308,Test Student 0308,cs161-staff+devnull0308@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000309,Test Student 0309,cs161-staff+devnull0309@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000310,Test Student 0310,cs161-staff+devnull0310@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000311,Test Student 0311,cs161-staff+devnull0311@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000312,Test Student 0312,cs161-staff+devnull0312@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000313,Test Student 0313,cs161-staff+devnull0313@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000314,Test Student 0314,cs161-staff+devnull0314@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000315,Test Student 0315,cs161-staff+devnull0315@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000316,Test Student 0316,cs161-staff+devnull0316@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000317,Test Student 0317,cs161-staff+devnull0317@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000318,Test Student 0318,cs161-staff+devnull0318@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000319,Test Student 0319,cs161-staff+devnull0319@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000320,Test Student 0320,cs161-staff+devnull0320@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000321,Test Student 0321,cs161-staff+devnull0321@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000322,Test Student 0322,cs161-staff+devnull0322@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000323,Test Student 0323,cs161-staff+devnull0323@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000324,Test Student 0324,cs161-staff+devnull0324@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000325,Test Student 0325,cs161-staff+devnull0325@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000326,Test Student 0326,cs161-staff+devnull0326@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000327,Test Student 0327,cs161-staff+devnull0327@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000328,Test Student 0328,cs161-staff+devnull0328@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000329,Test Student 0329,cs161-staff+devnull0329@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000330,Test Student 0330,cs161-staff+devnull0330@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000331,Test Student 0331,cs161-staff+devnull0331@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000332,Test Student 0332,cs161-staff+devnull0332@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000333,Test Student 0333,cs161-staff+devnull0333@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000334,Test Student 0334,cs161-staff+devnull0334@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000335,Test Student 0335,cs161-staff+devnull0335@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000336,Test Student 0336,cs161-staff+devnull0336@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000337,Test Student 0337,cs161-staff+devnull0337@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000338,Test Student 0338,cs161-staff+devnull0338@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000339,Test Student 0339,cs161-staff+devnull0339@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000340,Test Student 0340,cs161-staff+devnull0340@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000341,Test Student 0341,cs161-staff+devnull0341@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000342,Test Student 0342,cs161-staff+devnull0342@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000343,Test Student 0343,cs161-staff+devnull0343@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000344,Test Student 0344,cs161-staff+devnull0344@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000345,Test Student 0345,cs161-staff+devnull0345@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000346,Test Student 0346,cs161-staff+devnull0346@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000347,Test Student 0347,cs161-staff+devnull0347@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000348,Test Student 0348,cs161-staff+devnull0348@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000349,Test Student 0349,cs161-staff+devnull0349@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000350,Test Student 0350,cs161-staff+devnull0350@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000351,Test Student 0351,cs161-staff+devnull0351@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000352,Test Student 0352,cs161-staff+devnull0352@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000353,Test Student 0353,cs161-staff+devnull0353@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000354,Test Student 0354,cs161-staff+devnull0354@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000355,Test Student 0355,cs161-staff+devnull0355@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000356,Test Student 0356,cs161-staff+devnull0356@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000357,Test Student 0357,cs161-staff+devnull0357@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000358,Test Student 0358,cs161-staff+devnull0358@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000359,Test Student 0359,cs161-staff+devnull0359@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000360,Test Student 0360,cs161-staff+devnull0360@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000361,Test Student 0361,cs161-staff+devnull0361@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000362,Test Student 0362,cs161-staff+devnull0362@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000363,Test Student 0363,cs161-staff+devnull0363@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000364,Test Student 0364,cs161-staff+devnull0364@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000365,Test Student 0365,cs161-staff+devnull0365@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000366,Test Student 0366,cs161-staff+devnull0366@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000367,Test Student 0367,cs161-staff+devnull0367@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000368,Test Student 0368,cs161-staff+devnull0368@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000369,Test Student 0369,cs161-staff+devnull0369@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000370,Test Student 0370,cs161-staff+devnull0370@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000371,Test Student 0371,cs161-staff+devnull0371@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000372,Test Student 0372,cs161-staff+devnull0372@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000373,Test Student 0373,cs161-staff+devnull0373@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000374,Test Student 0374,cs161-staff+devnull0374@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000375,Test Student 0375,cs161-staff+devnull0375@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000376,Test Student 0376,cs161-staff+devnull0376@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000377,Test Student 0377,cs161-staff+devnull0377@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000378,Test Student 0378,cs161-staff+devnull0378@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000379,Test Student 0379,cs161-staff+devnull0379@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000380,Test Student 0380,cs161-staff+devnull0380@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000381,Test Student 0381,cs161-staff+devnull0381@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000382,Test Student 0382,cs161-staff+devnull0382@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000383,Test Student 0383,cs161-staff+devnull0383@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000384,Test Student 0384,cs161-staff+devnull0384@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000385,Test Student 0385,cs161-staff+devnull0385@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000386,Test Student 0386,cs161-staff+devnull0386@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000387,Test Student 0387,cs161-staff+devnull0387@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000388,Test Student 0388,cs161-staff+devnull0388@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000389,Test Student 0389,cs161-staff+devnull0389@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000390,Test Student 0390,cs161-staff+devnull0390@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000391,Test Student 0391,cs161-staff+devnull0391@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000392,Test Student 0392,cs161-staff+devnull0392@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000393,Test Student 0393,cs161-staff+devnull0393@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000394,Test Student 0394,cs161-staff+devnull0394@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000395,Test Student 0395,cs161-staff+devnull0395@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000396,Test Student 0396,cs161-staff+devnull0396@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000397,Test Student 0397,cs161-staff+devnull0397@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000398,Test Student 0398,cs161-staff+devnull0398@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000399,Test Student 0399,cs161-staff+devnull0399@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000400,Test Student 0400,cs161-staff+devnull0400@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000401,Test Student 0401,cs161-staff+devnull0401@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000402,Test Student 0402,cs161-staff+devnull0402@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000403,Test Student 0403,cs161-staff+devnull0403@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
1000404,Test Student 0404,cs161-staff+devnull0404@berkeley.edu,10/1/2021,5:00 PM,7:00 PM,In-person,1633140000,1,,,
